Hire_ID,Application_Date,Gender,Race,Applied_Department,Outcome,Hire_Date
11149,2023-01-23,Male,Black,Risk,Hired,2024-11-24
11159,2024-02-13,Male,Asian,IT,Hired,2023-07-06
11166,2025-02-15,Male,White,Compliance,Hired,2024-10-05
11218,2025-08-27,Male,White,Operations,Hired,2023-03-13
11225,2023-08-31,Female,Asian,Compliance,Hired,2023-11-05
11235,2023-11-13,Female,Hispanic,Retail Banking,Hired,2025-01-15
11252,2023-07-14,Female,Other,Compliance,Hired,2024-10-20
11264,2023-06-14,Male,Other,Finance,Hired,2023-02-24
11270,2024-01-14,Male,Asian,Retail Banking,Hired,2025-07-27
11275,2025-04-22,Female,Black,HR,Hired,2022-10-02
11293,2024-09-03,Male,Black,IT,Hired,2025-04-19
11298,2023-07-20,Male,Black,Operations,Hired,2025-04-01
11313,2024-08-19,Female,White,IT,Hired,2025-03-18
11331,2024-07-03,Male,White,Operations,Hired,2023-05-24
11346,2023-07-28,Male,White,Compliance,Hired,2022-11-14
11357,2023-11-14,Male,Black,Finance,Hired,2023-06-18
11365,2023-04-11,Female,Black,Retail Banking,Hired,2023-03-31
11390,2022-09-26,Female,Other,Finance,Hired,2024-09-16
11419,2025-04-19,Female,Hispanic,Operations,Hired,2025-02-13
11440,2025-07-07,Female,Hispanic,Retail Banking,Hired,2025-06-03
11452,2024-08-17,Female,Asian,Finance,Hired,2024-10-12
11454,2025-07-08,Male,Black,Retail Banking,Hired,2023-08-09
11460,2023-04-04,Female,Asian,Finance,Hired,2025-07-26
11493,2023-12-15,Male,Black,Risk,Hired,2022-12-08
11495,2025-04-28,Male,Asian,Finance,Hired,2024-08-12
11523,2023-02-18,Male,Black,IT,Hired,2023-09-12
11548,2023-08-15,Male,Hispanic,Compliance,Hired,2025-08-03
11553,2024-10-15,Male,White,Legal,Hired,2025-03-08
11559,2024-09-23,Female,White,Legal,Hired,2024-01-25
11567,2025-06-05,Male,Hispanic,IT,Hired,2024-12-12
11579,2024-07-19,Female,Black,Legal,Hired,2022-10-10
11581,2024-02-23,Female,White,HR,Hired,2024-07-30
11586,2022-10-10,Female,Black,Legal,Hired,2024-03-11
11598,2024-06-05,Male,Other,Operations,Hired,2025-09-10
11600,2023-01-23,Female,Black,Risk,Hired,2023-02-02
11616,2025-03-06,Male,Other,HR,Hired,2023-07-17
11622,2022-12-12,Female,White,IT,Hired,2024-01-27
11640,2023-04-23,Female,Asian,Operations,Hired,2025-06-21
11641,2024-08-10,Female,White,Retail Banking,Hired,2025-06-21
11655,2025-09-05,Female,Other,HR,Hired,2023-06-24
11658,2023-05-25,Male,Hispanic,Finance,Hired,2024-03-01
11663,2025-03-19,Male,Other,HR,Hired,2023-01-21
11683,2023-03-13,Female,Hispanic,Retail Banking,Hired,2024-02-26
11696,2024-02-15,Male,Other,IT,Hired,2022-11-21
11702,2023-02-04,Male,Black,Retail Banking,Hired,2023-09-17
11709,2024-06-12,Female,White,Risk,Hired,2024-03-02
11729,2024-02-15,Male,Other,IT,Hired,2025-05-30
11744,2024-03-03,Female,Other,Legal,Hired,2024-10-04
11756,2025-09-08,Male,Asian,Operations,Hired,2023-12-21
11762,2025-02-01,Female,Hispanic,Compliance,Hired,2024-11-21
11775,2025-02-02,Female,Other,Finance,Hired,2023-08-21
11791,2023-03-16,Male,White,Legal,Hired,2024-07-22
11797,2023-12-14,Male,Asian,Risk,Hired,2025-08-02
11803,2025-05-09,Male,Hispanic,IT,Hired,2023-07-12
11811,2024-03-07,Female,Other,IT,Hired,2025-02-21
11818,2024-02-09,Male,White,Operations,Hired,2023-09-21
11830,2023-05-27,Male,Other,IT,Hired,2023-03-07
11843,2024-12-19,Female,Hispanic,Finance,Hired,2024-05-28
11847,2024-01-14,Male,White,Compliance,Hired,2024-10-21
11856,2023-05-17,Male,Asian,Legal,Hired,2025-01-01
11871,2024-11-27,Male,Asian,Finance,Hired,2022-11-01
11885,2024-12-13,Female,Other,HR,Hired,2022-10-26
11887,2024-08-07,Male,Black,Compliance,Hired,2024-03-04
11901,2024-10-30,Male,Hispanic,Operations,Hired,2024-03-14
11908,2025-01-02,Male,Asian,Retail Banking,Hired,2025-02-25
11937,2023-01-11,Male,Asian,Legal,Hired,2023-10-25
11939,2024-09-21,Male,Asian,Finance,Hired,2024-02-17
11948,2023-07-16,Female,White,IT,Hired,2022-10-12
11961,2023-12-18,Male,Asian,Finance,Hired,2024-09-07
11985,2024-12-26,Female,White,HR,Hired,2025-08-17
12017,2022-09-29,Female,White,Risk,Hired,2025-04-21
12023,2024-08-22,Male,Hispanic,Compliance,Hired,2024-06-06
12036,2024-02-27,Male,Asian,Legal,Hired,2024-02-21
12040,2024-01-10,Female,Other,IT,Hired,2023-06-21
12052,2024-10-01,Female,White,Risk,Hired,2023-09-05
12062,2024-06-02,Male,Other,IT,Hired,2024-12-15
12071,2022-11-05,Female,Other,HR,Hired,2024-07-28
12092,2023-09-13,Male,Hispanic,Risk,Hired,2023-11-03
12116,2024-04-04,Female,White,Compliance,Hired,2025-05-12
12130,2024-01-31,Male,Other,Finance,Hired,2025-01-29
12131,2025-08-06,Male,Asian,HR,Hired,2022-11-28
12154,2023-06-29,Female,White,Compliance,Hired,2024-10-31
12159,2025-05-12,Male,Black,IT,Hired,2024-12-03
12210,2024-03-03,Female,Black,Risk,Hired,2024-07-25
12211,2023-01-23,Other,Hispanic,Risk,Hired,2022-12-16
12214,2023-12-14,Female,Other,HR,Hired,2023-01-29
12224,2025-06-05,Male,Black,Risk,Hired,2025-05-27
12250,2024-03-20,Female,Hispanic,IT,Hired,2025-08-27
12260,2024-10-03,Female,Hispanic,Legal,Hired,2025-02-19
12278,2023-03-05,Female,Hispanic,IT,Hired,2025-08-27
12283,2024-12-08,Female,Hispanic,Operations,Hired,2025-07-26
12288,2024-07-12,Female,Hispanic,Operations,Hired,2023-11-03
12303,2023-06-05,Female,Asian,HR,Hired,2022-12-16
12306,2023-10-18,Female,Hispanic,Retail Banking,Hired,2023-06-03
12338,2025-07-13,Male,Hispanic,Compliance,Hired,2025-07-28
12344,2023-05-10,Male,Hispanic,HR,Hired,2022-10-11
12367,2023-12-08,Male,Hispanic,Compliance,Hired,2023-11-28
12381,2025-08-12,Male,White,Legal,Hired,2023-04-07
12402,2025-03-29,Female,Other,Risk,Hired,2024-12-05
12416,2024-04-09,Female,Other,Compliance,Hired,2023-07-05
12423,2022-10-01,Male,Hispanic,Compliance,Hired,2023-03-16
12440,2025-05-01,Male,Asian,Finance,Hired,2024-09-10
12443,2023-12-21,Male,Asian,HR,Hired,2023-05-23
12458,2024-11-03,Female,Hispanic,Operations,Hired,2024-01-09
12460,2025-02-02,Male,White,Compliance,Hired,2023-08-14
12461,2024-07-04,Female,Hispanic,Legal,Hired,2023-03-10
12494,2023-05-08,Male,Asian,Legal,Hired,2025-09-02
12526,2024-07-24,Female,Asian,HR,Hired,2024-12-28
12555,2023-05-20,Male,Asian,Finance,Hired,2023-03-24
12576,2025-09-09,Female,Other,Operations,Hired,2023-03-14
12577,2025-01-01,Female,Black,Retail Banking,Hired,2025-04-27
12582,2023-02-23,Male,Asian,IT,Hired,2023-02-07
12585,2025-05-06,Female,Other,Operations,Hired,2024-09-28
12586,2024-03-28,Male,Black,Compliance,Hired,2025-08-11
12594,2024-07-27,Male,Hispanic,Operations,Hired,2024-11-09
12602,2025-07-06,Male,Asian,Finance,Hired,2024-11-09
12604,2024-10-22,Female,Other,HR,Hired,2025-01-22
12609,2023-07-21,Female,Hispanic,IT,Hired,2023-02-26
12628,2024-01-11,Male,White,Risk,Hired,2023-07-21
12635,2022-10-25,Female,Hispanic,IT,Hired,2024-06-09
12665,2022-10-11,Male,Asian,Finance,Hired,2024-07-04
12686,2024-04-14,Male,Black,Compliance,Hired,2025-09-05
12696,2025-03-07,Female,White,HR,Hired,2024-01-25
12697,2023-01-20,Female,Asian,Retail Banking,Hired,2023-07-17
12745,2023-07-16,Female,Asian,Risk,Hired,2023-02-25
12746,2024-01-14,Female,Black,Retail Banking,Hired,2022-09-16
12761,2023-07-11,Male,Black,Retail Banking,Hired,2025-03-28
12785,2025-02-01,Female,White,Operations,Hired,2025-04-29
12791,2024-09-16,Female,Hispanic,Operations,Hired,2022-12-13
12796,2025-06-20,Male,Other,Retail Banking,Hired,2024-10-15
12819,2023-11-29,Male,Asian,Compliance,Hired,2023-02-28
12828,2025-07-15,Female,Asian,Risk,Hired,2023-12-11
12834,2023-08-21,Other,Asian,Finance,Hired,2025-06-15
12835,2023-12-18,Male,White,Finance,Hired,2025-02-01
12838,2025-01-05,Female,Other,IT,Hired,2024-08-19
12839,2025-01-29,Male,Hispanic,Compliance,Hired,2025-03-13
12843,2023-07-04,Female,Hispanic,Retail Banking,Hired,2024-12-10
12852,2023-07-25,Female,Hispanic,HR,Hired,2022-12-26
12863,2025-07-09,Male,Asian,Retail Banking,Hired,2025-04-13
12867,2023-12-19,Female,White,HR,Hired,2023-12-11
12873,2023-05-15,Male,Hispanic,Finance,Hired,2025-08-08
12908,2023-11-19,Female,Asian,HR,Hired,2025-07-31
12917,2024-06-18,Male,Hispanic,Finance,Hired,2025-01-14
12919,2024-04-12,Male,Black,HR,Hired,2022-10-12
12923,2023-10-29,Female,Black,Retail Banking,Hired,2025-01-26
12924,2024-04-07,Female,White,Legal,Hired,2022-10-24
12935,2022-12-05,Female,Asian,Risk,Hired,2023-08-15
12936,2024-06-15,Male,Hispanic,Operations,Hired,2024-11-10
12944,2024-02-12,Female,Black,Finance,Hired,2024-08-20
12947,2025-06-09,Female,Black,Retail Banking,Hired,2023-01-21
12949,2023-09-08,Male,Other,Retail Banking,Hired,2022-09-20
12957,2024-03-21,Male,Black,Compliance,Hired,2025-06-10
12967,2023-09-29,Male,White,HR,Hired,2023-09-04
12970,2024-03-12,Female,Other,Retail Banking,Hired,2023-11-24
12986,2025-04-06,Male,White,HR,Hired,2024-06-22
12988,2024-08-18,Male,Other,Compliance,Hired,2024-11-05
12991,2024-04-02,Male,Other,Legal,Hired,2023-11-10
13011,2025-03-24,Male,Other,Compliance,Hired,2023-10-10
13021,2022-09-30,Female,Black,Compliance,Hired,2023-01-14
13026,2023-08-16,Female,White,HR,Hired,2025-04-05
13031,2025-06-07,Male,White,Risk,Hired,2024-09-27
13039,2022-12-14,Female,Black,IT,Hired,2024-08-29
13045,2024-09-21,Female,Hispanic,Operations,Hired,2024-12-06
13063,2025-01-18,Male,Black,Legal,Hired,2023-07-20
13071,2024-12-18,Female,Asian,Finance,Hired,2024-07-27
13097,2024-03-28,Female,Other,Retail Banking,Hired,2023-04-16
13118,2024-11-30,Female,Hispanic,HR,Hired,2022-12-27
13127,2023-03-05,Female,Black,IT,Hired,2024-11-23
13131,2022-11-02,Female,Asian,Risk,Hired,2024-04-30
13132,2023-07-27,Male,White,Legal,Hired,2024-10-25
13142,2024-08-27,Female,Other,Risk,Hired,2024-04-29
13165,2023-02-21,Female,White,IT,Hired,2024-05-02
13183,2022-09-16,Male,Black,Compliance,Hired,2024-06-22
13191,2024-01-02,Male,Other,Operations,Hired,2023-03-21
13197,2024-10-14,Male,Black,Finance,Hired,2024-12-06
13220,2025-06-08,Male,White,Finance,Hired,2023-05-26
13221,2025-08-19,Male,Asian,Compliance,Hired,2024-02-19
13230,2025-08-31,Female,Other,HR,Hired,2024-05-04
13232,2024-05-21,Male,Other,Risk,Hired,2024-07-16
13250,2024-02-11,Male,Hispanic,Risk,Hired,2023-02-14
13302,2024-09-20,Female,Hispanic,IT,Hired,2023-08-08
13303,2024-11-26,Female,White,Finance,Hired,2022-12-21
13325,2024-11-10,Male,Asian,IT,Hired,2024-04-28
13326,2024-02-27,Male,Hispanic,Compliance,Hired,2024-11-01
13337,2024-10-04,Male,Asian,Legal,Hired,2024-07-04
13348,2025-05-16,Female,White,Risk,Hired,2024-12-13
13356,2024-01-13,Male,White,Operations,Hired,2024-08-05
13363,2025-07-10,Female,White,Risk,Hired,2024-10-18
13377,2023-02-28,Female,Asian,Finance,Hired,2024-07-14
13392,2025-05-30,Male,Other,Legal,Hired,2024-02-14
13393,2023-06-26,Female,Asian,Operations,Hired,2023-07-28
13409,2023-06-05,Female,Hispanic,Operations,Hired,2023-05-26
13414,2024-06-13,Male,Black,HR,Hired,2023-07-02
13415,2024-08-13,Male,Hispanic,Operations,Hired,2025-06-16
13432,2023-03-15,Female,White,Compliance,Hired,2022-11-16
13436,2024-12-14,Male,Black,Retail Banking,Hired,2022-12-28
13442,2024-02-07,Female,Other,HR,Hired,2023-06-21
13452,2024-11-29,Female,Asian,IT,Hired,2022-11-11
13472,2024-12-05,Male,White,IT,Hired,2024-05-17
13482,2022-09-18,Female,Hispanic,Risk,Hired,2023-08-21
13487,2023-03-08,Female,Hispanic,Compliance,Hired,2025-08-08
13488,2025-01-31,Female,Black,IT,Hired,2023-09-05
13491,2024-03-26,Female,Hispanic,Retail Banking,Hired,2023-09-28
13510,2025-02-05,Female,Hispanic,Finance,Hired,2024-05-15
13515,2024-04-01,Female,Asian,Risk,Hired,2024-06-10
13524,2024-12-07,Female,Hispanic,Finance,Hired,2024-07-13
13539,2025-04-11,Male,Black,Compliance,Hired,2024-10-20
13547,2025-05-11,Male,Other,Legal,Hired,2023-04-19
13550,2023-10-28,Female,Asian,Legal,Hired,2022-09-21
13551,2023-08-31,Male,Hispanic,IT,Hired,2022-11-20
13565,2024-10-27,Female,Hispanic,Risk,Hired,2022-12-04
13572,2023-04-23,Female,White,Operations,Hired,2023-07-20
13580,2022-09-16,Female,Other,Retail Banking,Hired,2025-04-03
13588,2023-10-25,Female,Other,Retail Banking,Hired,2023-08-10
13611,2025-01-17,Female,White,Operations,Hired,2024-09-26
13613,2025-03-21,Male,Asian,IT,Hired,2025-04-17
13622,2025-07-23,Female,Hispanic,Legal,Hired,2025-03-13
13628,2023-02-01,Male,Hispanic,Compliance,Hired,2024-08-26
13630,2025-08-24,Male,Other,Risk,Hired,2024-05-24
13638,2023-07-16,Male,Asian,Operations,Hired,2023-10-19
13647,2023-10-12,Female,Asian,Finance,Hired,2022-10-03
13651,2024-10-05,Male,Hispanic,Finance,Hired,2025-08-24
13653,2024-02-09,Male,Asian,HR,Hired,2025-03-04
13655,2024-04-30,Male,Black,Operations,Hired,2023-05-02
13721,2025-02-23,Female,White,IT,Hired,2023-10-04
13723,2023-03-22,Male,Black,HR,Hired,2022-11-27
13734,2024-04-14,Female,Hispanic,HR,Hired,2023-05-31
13741,2024-12-04,Male,Black,Operations,Hired,2024-08-01
13752,2025-06-05,Female,Asian,Risk,Hired,2023-06-24
13756,2023-03-09,Female,Asian,HR,Hired,2023-03-17
13758,2024-02-27,Male,Asian,Risk,Hired,2024-06-22
13776,2025-04-04,Male,White,Retail Banking,Hired,2025-02-01
13782,2024-02-07,Male,White,Risk,Hired,2024-04-17
13783,2024-02-13,Female,White,Operations,Hired,2023-03-12
13784,2023-10-02,Female,White,Finance,Hired,2022-09-23
13787,2022-11-29,Male,Other,Compliance,Hired,2023-10-20
13790,2024-12-01,Male,Black,Operations,Hired,2025-06-11
13794,2025-01-22,Female,White,Risk,Hired,2023-06-22
13804,2025-07-09,Male,Asian,Retail Banking,Hired,2023-01-03
13810,2025-08-23,Male,Black,Retail Banking,Hired,2024-06-12
13832,2025-09-09,Male,Hispanic,HR,Hired,2025-04-18
13837,2024-09-05,Female,Black,Risk,Hired,2024-10-17
13848,2023-04-12,Female,Other,Finance,Hired,2023-06-16
13853,2025-04-20,Female,Black,Finance,Hired,2025-03-12
13855,2025-01-02,Male,Black,Legal,Hired,2022-12-23
13859,2023-09-28,Male,Other,Compliance,Hired,2023-05-26
13879,2023-09-22,Female,Hispanic,HR,Hired,2025-08-31
13882,2023-07-21,Male,Asian,IT,Hired,2024-05-11
13887,2025-05-21,Female,Hispanic,Retail Banking,Hired,2025-06-12
13894,2024-07-27,Male,White,IT,Hired,2024-02-08
13907,2024-06-27,Female,White,Operations,Hired,2024-02-07
13908,2024-03-17,Female,Asian,Compliance,Hired,2024-07-12
13913,2025-05-27,Male,Hispanic,Compliance,Hired,2024-09-12
13918,2024-01-03,Female,Hispanic,Retail Banking,Hired,2025-05-26
13924,2024-02-19,Male,Hispanic,Finance,Hired,2022-12-05
13925,2024-05-11,Female,White,IT,Hired,2025-08-31
13926,2024-01-20,Male,Hispanic,Legal,Hired,2025-07-18
13931,2024-07-01,Female,Asian,Compliance,Hired,2023-01-05
13933,2024-05-11,Male,Asian,IT,Hired,2025-05-19
13934,2024-03-18,Female,Asian,Finance,Hired,2024-02-02
13937,2024-07-01,Male,Other,IT,Hired,2025-02-27
13956,2023-12-23,Male,Other,Legal,Hired,2024-09-13
13984,2024-01-05,Male,Hispanic,Risk,Hired,2022-12-28
13991,2023-03-27,Female,Other,Operations,Hired,2024-08-07
14001,2025-09-09,Female,White,Legal,Hired,2024-02-02
14008,2025-03-17,Male,White,Finance,Hired,2024-05-19
14026,2025-03-22,Female,Black,Compliance,Hired,2025-05-24
14033,2024-11-19,Male,Asian,Compliance,Hired,2023-09-27
14035,2024-03-14,Female,Hispanic,IT,Hired,2023-05-16
14036,2025-07-04,Male,Other,Legal,Hired,2024-09-15
14038,2023-11-08,Female,Asian,Legal,Hired,2022-09-30
14039,2023-12-27,Male,Asian,Retail Banking,Hired,2023-02-08
14044,2023-08-31,Female,Hispanic,Finance,Hired,2023-07-29
14052,2022-12-29,Female,Hispanic,Compliance,Hired,2024-05-04
14058,2024-07-02,Male,Other,HR,Hired,2023-10-11
14060,2025-01-22,Other,Asian,IT,Hired,2022-09-22
14062,2025-09-12,Female,Hispanic,Legal,Hired,2025-06-04
14077,2023-01-14,Female,Hispanic,IT,Hired,2024-07-03
14093,2022-10-17,Other,Asian,Finance,Hired,2024-11-11
14101,2024-04-07,Male,Hispanic,Retail Banking,Hired,2024-07-18
14105,2025-01-20,Male,Hispanic,Finance,Hired,2023-06-21
14106,2025-02-08,Female,White,Risk,Hired,2025-03-07
14109,2024-09-13,Male,Black,Legal,Hired,2025-06-26
14140,2022-12-23,Male,Other,IT,Hired,2023-03-20
14144,2023-04-06,Male,Asian,Operations,Hired,2025-07-11
14145,2023-09-10,Male,Other,Risk,Hired,2025-03-31
14174,2025-08-02,Male,Other,Legal,Hired,2022-10-01
14181,2022-11-09,Male,Asian,Risk,Hired,2024-03-12
14186,2023-08-29,Female,Other,HR,Hired,2024-01-08
14205,2025-08-16,Male,Asian,IT,Hired,2023-11-12
14223,2024-01-31,Male,Black,Retail Banking,Hired,2022-12-01
14230,2024-09-03,Male,Hispanic,Compliance,Hired,2023-11-02
14245,2023-01-23,Female,Black,Compliance,Hired,2024-04-05
14267,2024-07-22,Female,Asian,Finance,Hired,2025-09-06
14268,2023-12-10,Female,White,IT,Hired,2025-09-07
14271,2023-11-21,Male,Asian,Operations,Hired,2025-02-12
14278,2023-05-17,Female,Other,IT,Hired,2023-02-15
14298,2025-08-18,Female,Black,IT,Hired,2025-02-16
14299,2025-03-31,Female,Asian,Legal,Hired,2024-01-16
14305,2023-11-03,Female,Other,IT,Hired,2023-08-23
14323,2024-02-16,Female,Hispanic,Retail Banking,Hired,2024-09-16
14347,2025-05-14,Female,Hispanic,Operations,Hired,2023-05-10
14348,2023-05-21,Male,Other,Legal,Hired,2022-09-25
14353,2025-08-03,Female,Black,Retail Banking,Hired,2023-10-31
14411,2025-08-12,Male,Hispanic,HR,Hired,2025-06-04
14450,2025-03-26,Male,Asian,Operations,Hired,2025-03-10
14469,2025-06-21,Female,Black,Finance,Hired,2024-01-04
14476,2022-12-13,Male,Other,Retail Banking,Hired,2023-04-20
14488,2024-03-25,Male,Black,Risk,Hired,2025-05-14
14490,2024-08-10,Female,Hispanic,Finance,Hired,2025-07-07
14501,2025-01-23,Male,Other,Compliance,Hired,2023-03-13
14507,2023-10-18,Female,White,Legal,Hired,2023-03-29
14510,2023-08-04,Male,Hispanic,Retail Banking,Hired,2023-11-26
14523,2023-03-13,Male,Asian,HR,Hired,2023-01-08
14527,2023-07-09,Male,Other,Finance,Hired,2023-07-05
14528,2024-03-12,Male,Other,Compliance,Hired,2023-12-01
14530,2025-08-16,Male,Hispanic,HR,Hired,2025-05-16
14543,2023-08-05,Female,Other,Compliance,Hired,2024-10-08
14555,2025-05-23,Male,White,IT,Hired,2025-07-02
14569,2022-11-03,Male,White,Operations,Hired,2024-12-14
14581,2025-04-20,Male,Black,Retail Banking,Hired,2023-03-20
14584,2023-05-21,Female,Other,Retail Banking,Hired,2024-07-14
14592,2024-10-31,Male,Other,Risk,Hired,2023-06-17
14619,2023-07-07,Male,Asian,Finance,Hired,2022-09-20
14622,2025-07-16,Male,Other,Risk,Hired,2025-03-18
14625,2025-04-05,Female,White,Risk,Hired,2023-04-26
14627,2025-08-18,Female,Black,HR,Hired,2025-08-05
14630,2025-07-18,Male,Other,Risk,Hired,2024-12-06
14641,2024-07-22,Female,Asian,IT,Hired,2022-11-24
14644,2023-01-24,Male,Hispanic,HR,Hired,2025-06-10
14649,2022-09-30,Male,Asian,Risk,Hired,2025-03-22
14653,2024-12-01,Male,Other,Operations,Hired,2024-03-29
14660,2024-11-03,Male,Black,Retail Banking,Hired,2024-02-04
14664,2025-01-10,Female,Asian,Legal,Hired,2022-12-14
14667,2022-10-21,Male,Asian,Compliance,Hired,2024-06-13
14680,2022-10-03,Female,Black,IT,Hired,2022-10-12
14696,2023-05-11,Male,White,Operations,Hired,2024-03-11
14698,2024-05-21,Male,Black,Compliance,Hired,2022-12-06
14717,2023-10-22,Male,Other,Operations,Hired,2023-11-19
14719,2024-02-02,Female,White,Finance,Hired,2022-09-26
14757,2025-05-30,Female,White,Retail Banking,Hired,2023-05-07
14779,2025-05-22,Female,Asian,Operations,Hired,2024-08-04
14788,2023-09-19,Female,Other,Risk,Hired,2023-09-10
14818,2024-05-01,Male,Hispanic,IT,Hired,2023-02-18
14824,2023-01-11,Female,Hispanic,Compliance,Hired,2024-08-08
14844,2024-11-16,Male,White,IT,Hired,2025-07-09
14845,2024-10-14,Female,Hispanic,HR,Hired,2023-05-26
14883,2022-11-07,Male,Hispanic,Finance,Hired,2023-10-05
14891,2024-03-02,Male,White,Compliance,Hired,2024-08-12
14941,2023-12-14,Female,Hispanic,Legal,Hired,2024-04-05
14944,2023-12-02,Male,White,Legal,Hired,2023-08-25
14945,2023-09-07,Male,Black,HR,Hired,2025-05-02
14948,2025-03-05,Male,Hispanic,Finance,Hired,2024-08-07
14953,2025-04-03,Female,Asian,IT,Hired,2022-10-01
14974,2023-10-18,Male,Asian,Legal,Hired,2025-04-01
14976,2023-07-31,Male,Hispanic,Legal,Hired,2023-03-18
14986,2024-07-29,Female,Black,HR,Hired,2022-11-15
14987,2025-06-30,Female,Hispanic,Legal,Hired,2023-12-14
14989,2024-02-06,Female,Hispanic,Compliance,Hired,2023-04-14
15000,2025-07-06,Male,Black,Compliance,Hired,2023-06-25
15003,2023-04-06,Male,Other,HR,Hired,2023-08-30
15004,2025-06-10,Male,Other,Operations,Hired,2024-03-26
15029,2024-03-20,Female,Hispanic,IT,Hired,2023-11-23
15034,2023-06-04,Male,Hispanic,Compliance,Hired,2024-05-30
15035,2025-05-08,Male,Other,Legal,Hired,2024-05-13
15036,2023-07-03,Male,White,IT,Hired,2024-07-09
15038,2023-01-30,Male,White,Operations,Hired,2022-10-13
15053,2023-08-02,Male,Black,Retail Banking,Hired,2023-07-16
15105,2024-04-18,Male,Other,Risk,Hired,2022-11-03
15113,2024-01-27,Female,Asian,Legal,Hired,2025-01-19
15134,2024-03-01,Female,Hispanic,Retail Banking,Hired,2022-12-13
15137,2024-03-18,Male,Other,Operations,Hired,2024-02-04
15142,2023-12-21,Male,Hispanic,Risk,Hired,2024-10-17
15162,2024-09-08,Female,Hispanic,Finance,Hired,2024-03-05
15165,2024-05-11,Female,Black,Legal,Hired,2025-07-12
15170,2025-01-12,Female,Hispanic,Operations,Hired,2025-03-07
15177,2022-09-16,Female,White,HR,Hired,2023-12-18
15192,2025-01-15,Male,Asian,Operations,Hired,2025-04-03
15199,2024-05-29,Male,Asian,Finance,Hired,2022-10-16
15215,2023-03-09,Female,Other,Retail Banking,Hired,2023-01-07
15230,2024-08-02,Male,White,Operations,Hired,2023-01-02
15241,2024-06-24,Male,Hispanic,HR,Hired,2023-11-24
15244,2024-01-14,Female,Black,Legal,Hired,2022-11-01
15246,2022-10-19,Male,Other,Operations,Hired,2025-07-12
15259,2024-06-03,Male,Asian,Compliance,Hired,2023-01-04
15262,2023-10-19,Female,White,Retail Banking,Hired,2025-05-13
15274,2022-11-10,Female,Asian,Compliance,Hired,2024-01-25
15282,2025-02-24,Male,Hispanic,Retail Banking,Hired,2023-01-29
15286,2025-05-06,Male,Black,Compliance,Hired,2023-08-05
15290,2025-07-17,Male,Hispanic,Retail Banking,Hired,2023-03-15
15301,2023-11-25,Female,Other,Compliance,Hired,2023-08-08
15310,2025-09-03,Male,Hispanic,Legal,Hired,2024-10-28
15317,2025-03-29,Male,Hispanic,Finance,Hired,2024-09-11
15320,2024-08-22,Male,Hispanic,IT,Hired,2024-05-06
15346,2024-06-16,Male,Hispanic,Operations,Hired,2023-01-10
15351,2023-12-18,Male,Asian,Retail Banking,Hired,2023-09-12
15360,2024-05-13,Male,White,Operations,Hired,2025-06-17
15362,2023-02-06,Female,Other,IT,Hired,2023-05-12
15365,2022-11-23,Female,Hispanic,Retail Banking,Hired,2023-11-04
15367,2023-09-16,Male,White,Risk,Hired,2024-05-10
15377,2024-05-29,Male,Black,Finance,Hired,2024-11-10
15386,2025-02-23,Male,White,Finance,Hired,2025-06-26
15391,2024-10-01,Male,Other,Finance,Hired,2023-03-29
15394,2022-10-21,Female,Asian,Finance,Hired,2023-02-05
15400,2024-09-21,Male,Other,Legal,Hired,2023-06-04
15403,2025-03-15,Male,White,Compliance,Hired,2024-01-23
15416,2024-12-30,Male,Other,Legal,Hired,2024-11-13
15428,2022-11-29,Male,Black,HR,Hired,2024-03-15
15430,2025-07-01,Male,Other,Retail Banking,Hired,2025-07-02
15440,2024-03-15,Female,Black,Finance,Hired,2024-09-10
15444,2025-02-10,Female,Asian,Operations,Hired,2024-11-19
15489,2023-12-22,Male,Hispanic,IT,Hired,2025-01-29
15492,2023-10-28,Female,Other,IT,Hired,2024-06-30
15500,2024-07-29,Female,White,Retail Banking,Hired,2025-03-01
15506,2024-04-28,Female,Asian,Finance,Hired,2022-10-12
15508,2024-05-05,Female,Other,HR,Hired,2022-10-25
15518,2022-11-29,Male,Other,Retail Banking,Hired,2023-12-07
15528,2023-07-15,Female,Asian,Compliance,Hired,2023-09-10
15534,2022-12-22,Male,Hispanic,Finance,Hired,2024-02-27
15542,2024-09-14,Female,Other,Retail Banking,Hired,2025-09-03
15554,2025-05-03,Female,Black,Operations,Hired,2024-07-05
15556,2025-06-16,Female,Black,Legal,Hired,2025-01-11
15565,2023-03-10,Female,White,Compliance,Hired,2023-07-03
15571,2023-07-14,Male,White,Compliance,Hired,2024-06-30
15573,2023-03-10,Male,Other,IT,Hired,2023-04-15
15584,2024-10-13,Male,Asian,Finance,Hired,2024-01-30
15586,2025-02-08,Male,Hispanic,Retail Banking,Hired,2024-12-22
15590,2023-08-28,Male,Hispanic,Legal,Hired,2024-12-16
15591,2024-08-28,Male,Black,IT,Hired,2024-08-12
15608,2025-08-23,Female,Asian,Compliance,Hired,2024-02-27
15619,2024-09-03,Female,Black,Retail Banking,Hired,2025-07-25
15621,2022-12-16,Female,White,Operations,Hired,2025-02-10
15626,2023-03-26,Female,White,Retail Banking,Hired,2024-06-06
15631,2023-06-17,Male,Black,Operations,Hired,2025-03-09
15634,2024-07-16,Male,Other,HR,Hired,2023-01-29
15654,2025-01-06,Female,White,Risk,Hired,2023-06-08
