Applicant_ID,Application_Date,Gender,Race,Applied_Department,Outcome
6345,2024-03-10,Female,Other,IT,Rejected
6346,2024-01-02,Male,Other,Risk,Rejected
6347,2023-12-06,Male,Black,Compliance,Rejected
6348,2023-02-11,Male,Other,Risk,Interviewed
6349,2025-03-17,Female,White,IT,Interviewed
6350,2025-05-29,Male,Asian,Legal,Rejected
6351,2025-02-16,Female,Asian,Compliance,Rejected
6352,2025-09-06,Female,Hispanic,Operations,Rejected
6353,2024-11-12,Female,Other,Operations,Rejected
6354,2022-10-29,Female,Hispanic,IT,Interviewed
6355,2023-07-19,Male,Black,Legal,Rejected
6356,2022-09-26,Male,White,Finance,Rejected
6357,2024-01-20,Male,White,IT,Interviewed
6358,2023-02-03,Female,White,Finance,Rejected
6359,2025-09-04,Male,Other,Legal,Rejected
6360,2023-05-24,Male,Asian,Legal,Rejected
6361,2023-03-04,Female,Asian,Legal,Interviewed
6362,2023-05-22,Female,Black,HR,Rejected
6363,2023-11-22,Female,Black,Compliance,Rejected
6364,2025-03-01,Male,Hispanic,Compliance,Rejected
6365,2024-05-24,Male,Other,Operations,Interviewed
6366,2025-04-18,Female,Asian,HR,Hired
6367,2023-11-11,Male,White,Operations,Interviewed
6368,2022-09-26,Female,Asian,HR,Rejected
6369,2023-07-16,Male,Other,Risk,Rejected
6370,2023-01-12,Male,White,Retail Banking,Interviewed
6371,2024-07-29,Male,Hispanic,IT,Interviewed
6372,2023-04-14,Male,White,Risk,Rejected
6373,2025-09-01,Female,Asian,Risk,Rejected
6374,2023-02-24,Female,Other,Legal,Rejected
6375,2025-03-27,Male,Black,Legal,Interviewed
6376,2024-08-19,Female,Other,Risk,Rejected
6377,2024-11-05,Male,Hispanic,Risk,Interviewed
6378,2025-09-02,Male,White,IT,Rejected
6379,2023-03-19,Male,Black,IT,Interviewed
6380,2023-12-12,Male,Black,Operations,Rejected
6381,2024-08-18,Male,White,Operations,Rejected
6382,2023-11-02,Female,Other,Compliance,Rejected
6383,2023-08-31,Female,White,Compliance,Hired
6384,2023-10-31,Female,Other,Compliance,Interviewed
6385,2023-09-29,Female,Black,IT,Rejected
6386,2023-06-22,Male,Other,Legal,Interviewed
6387,2023-12-13,Male,White,IT,Rejected
6388,2023-07-03,Female,Asian,HR,Rejected
6389,2024-12-01,Male,Hispanic,Risk,Interviewed
6390,2023-05-18,Male,Other,Finance,Rejected
6391,2023-03-08,Male,Other,Legal,Rejected
6392,2024-04-22,Male,Hispanic,IT,Rejected
6393,2023-12-11,Male,Other,Retail Banking,Rejected
6394,2023-01-06,Female,Hispanic,Legal,Interviewed
6395,2022-09-20,Female,Other,Finance,Rejected
6396,2025-05-20,Female,Other,Compliance,Rejected
6397,2024-11-14,Male,Asian,IT,Hired
6398,2023-10-05,Male,Hispanic,Finance,Rejected
6399,2024-11-25,Female,Black,Retail Banking,Rejected
6400,2025-04-14,Female,Black,Finance,Interviewed
6401,2022-12-25,Female,White,Risk,Rejected
6402,2022-12-14,Female,Hispanic,Finance,Interviewed
6403,2023-05-01,Male,Other,Risk,Hired
6404,2023-09-04,Female,Black,Risk,Rejected
6405,2024-10-14,Male,White,Legal,Rejected
6406,2023-04-13,Female,Asian,Operations,Interviewed
6407,2023-07-13,Female,White,IT,Rejected
6408,2023-08-04,Male,Other,Legal,Rejected
6409,2024-03-24,Male,White,Compliance,Interviewed
6410,2024-07-19,Male,Black,Risk,Interviewed
6411,2023-08-19,Male,Other,HR,Interviewed
6412,2023-02-26,Male,Asian,Finance,Rejected
6413,2024-06-17,Female,Black,Retail Banking,Rejected
6414,2023-02-13,Male,Asian,Risk,Rejected
6415,2025-07-22,Female,Other,Risk,Interviewed
6416,2023-07-02,Female,Asian,Legal,Rejected
6417,2025-01-19,Female,White,Compliance,Rejected
6418,2023-11-06,Male,White,Risk,Rejected
6419,2022-12-20,Male,White,HR,Rejected
6420,2024-05-28,Female,Asian,Operations,Rejected
6421,2023-11-11,Male,Other,Legal,Rejected
6422,2023-12-16,Female,White,IT,Rejected
6423,2024-12-21,Male,Other,Finance,Hired
6424,2023-07-18,Female,Black,Compliance,Rejected
6425,2023-03-20,Male,Black,Compliance,Rejected
6426,2025-07-06,Female,Other,IT,Interviewed
6427,2023-07-28,Female,Black,Risk,Rejected
6428,2025-09-04,Female,Hispanic,Operations,Interviewed
6429,2023-11-25,Female,Hispanic,Finance,Interviewed
6430,2023-10-05,Female,Hispanic,Risk,Hired
6431,2023-08-09,Female,Other,Operations,Interviewed
6432,2023-11-18,Male,Black,Retail Banking,Hired
6433,2023-12-01,Female,Asian,Legal,Rejected
6434,2025-03-10,Male,Other,Operations,Interviewed
6435,2024-09-09,Female,Black,Retail Banking,Interviewed
6436,2024-08-17,Male,Black,Retail Banking,Rejected
6437,2025-02-23,Female,Other,Legal,Hired
6438,2024-05-01,Male,Asian,Operations,Rejected
6439,2024-10-08,Male,White,Risk,Interviewed
6440,2024-10-20,Female,Hispanic,Operations,Interviewed
6441,2023-02-06,Male,Asian,Finance,Rejected
6442,2023-11-20,Female,Other,IT,Interviewed
6443,2024-03-12,Female,White,Compliance,Rejected
6444,2025-04-26,Male,White,Risk,Rejected
6445,2024-05-12,Female,Hispanic,Legal,Rejected
6446,2024-03-10,Female,Hispanic,IT,Interviewed
6447,2025-07-03,Female,Black,Retail Banking,Interviewed
6448,2025-03-03,Female,Black,Risk,Hired
6449,2024-11-07,Female,Black,Risk,Rejected
6450,2024-08-12,Female,Hispanic,HR,Rejected
6451,2025-06-14,Male,Hispanic,Operations,Interviewed
6452,2023-04-02,Other,Asian,Legal,Interviewed
6453,2025-06-05,Female,Black,Legal,Rejected
6454,2024-11-09,Female,White,Risk,Interviewed
6455,2023-12-31,Male,Asian,Operations,Interviewed
6456,2024-03-30,Male,Other,Finance,Rejected
6457,2023-04-30,Female,Black,Legal,Interviewed
6458,2024-10-22,Female,White,HR,Rejected
6459,2023-08-03,Female,Asian,Finance,Rejected
6460,2024-05-23,Female,White,Compliance,Rejected
6461,2025-04-23,Male,Black,Legal,Rejected
6462,2023-06-29,Female,White,HR,Interviewed
6463,2023-01-06,Male,Black,HR,Interviewed
6464,2022-09-23,Female,White,Finance,Rejected
6465,2024-01-02,Male,Other,Compliance,Rejected
6466,2022-11-17,Male,Asian,Operations,Rejected
6467,2023-01-31,Male,Black,Retail Banking,Rejected
6468,2023-12-06,Male,Asian,Legal,Rejected
6469,2023-09-24,Male,Black,Retail Banking,Interviewed
6470,2025-03-06,Female,White,HR,Rejected
6471,2024-05-08,Female,Other,Finance,Interviewed
6472,2024-03-25,Male,White,Retail Banking,Hired
6473,2024-11-02,Male,Other,Finance,Rejected
6474,2023-03-02,Male,White,Compliance,Rejected
6475,2022-12-05,Female,Asian,Finance,Interviewed
6476,2022-12-08,Other,Black,Finance,Rejected
6477,2023-05-10,Female,Black,Risk,Rejected
6478,2022-10-21,Other,Other,Finance,Rejected
6479,2024-04-03,Male,Asian,Legal,Interviewed
6480,2025-09-11,Female,Hispanic,Compliance,Rejected
6481,2023-11-26,Female,Hispanic,Finance,Rejected
6482,2025-09-06,Female,Hispanic,Legal,Interviewed
6483,2024-06-20,Male,Hispanic,Retail Banking,Interviewed
6484,2024-12-26,Male,White,Risk,Rejected
6485,2025-08-04,Male,Other,HR,Interviewed
6486,2024-02-26,Female,Black,Compliance,Interviewed
6487,2025-04-07,Male,Other,Risk,Rejected
6488,2023-07-25,Female,Hispanic,HR,Rejected
6489,2024-06-01,Male,Hispanic,HR,Rejected
6490,2022-10-26,Female,Asian,IT,Interviewed
6491,2024-11-16,Male,Other,Finance,Interviewed
6492,2024-05-18,Male,Asian,IT,Interviewed
6493,2023-12-27,Male,Asian,Legal,Hired
6494,2024-10-24,Male,Black,Operations,Interviewed
6495,2023-12-02,Male,Asian,HR,Rejected
6496,2022-10-08,Male,Hispanic,Risk,Interviewed
6497,2024-11-14,Female,Hispanic,Legal,Rejected
6498,2025-02-25,Male,White,Operations,Hired
6499,2024-05-22,Male,Hispanic,Operations,Rejected
6500,2025-08-08,Female,Other,Risk,Rejected
6501,2023-08-31,Female,Other,Operations,Rejected
6502,2024-07-17,Male,Hispanic,Risk,Interviewed
6503,2024-09-26,Male,Other,Risk,Interviewed
6504,2024-07-05,Female,Hispanic,HR,Rejected
6505,2025-01-15,Male,Black,Compliance,Interviewed
6506,2024-08-06,Male,Other,HR,Interviewed
6507,2024-08-12,Female,White,Risk,Rejected
6508,2023-04-06,Female,White,Operations,Hired
6509,2023-10-12,Female,Black,HR,Rejected
6510,2024-04-02,Male,White,Risk,Hired
6511,2024-12-03,Male,Asian,IT,Rejected
6512,2023-08-20,Male,Hispanic,HR,Rejected
6513,2025-01-05,Male,Asian,Retail Banking,Interviewed
6514,2023-12-18,Male,Asian,Finance,Interviewed
6515,2024-12-25,Female,Asian,IT,Rejected
6516,2024-05-17,Female,Black,Legal,Interviewed
6517,2024-07-17,Female,Hispanic,IT,Rejected
6518,2024-09-05,Female,Hispanic,Finance,Rejected
6519,2025-04-29,Female,Black,Retail Banking,Rejected
6520,2024-05-09,Female,White,Legal,Rejected
6521,2023-12-31,Male,Black,HR,Interviewed
6522,2024-12-26,Male,White,HR,Rejected
6523,2024-01-08,Female,Asian,Retail Banking,Rejected
6524,2023-06-20,Other,Black,Compliance,Interviewed
6525,2023-02-28,Male,Black,Risk,Hired
6526,2023-10-17,Male,Hispanic,Risk,Rejected
6527,2024-10-20,Female,Other,IT,Rejected
6528,2023-06-26,Male,Other,Finance,Hired
6529,2023-10-24,Male,White,Finance,Rejected
6530,2025-09-05,Female,Black,Operations,Hired
6531,2022-11-30,Male,Asian,Finance,Rejected
6532,2025-01-02,Female,Black,HR,Rejected
6533,2023-03-02,Female,Black,Finance,Interviewed
6534,2024-03-11,Female,Hispanic,Retail Banking,Rejected
6535,2024-05-10,Female,Asian,Legal,Rejected
6536,2025-07-10,Female,Asian,HR,Interviewed
6537,2024-01-21,Male,Other,Operations,Rejected
6538,2024-09-08,Female,Asian,Risk,Rejected
6539,2024-04-07,Male,Other,Operations,Interviewed
6540,2023-02-21,Male,Asian,Legal,Rejected
6541,2023-08-03,Female,Black,HR,Rejected
6542,2023-03-22,Male,White,Risk,Rejected
6543,2022-12-20,Female,Asian,Compliance,Rejected
6544,2024-02-18,Female,Other,Retail Banking,Hired
6545,2022-10-01,Male,White,HR,Hired
6546,2023-11-28,Female,Asian,Risk,Rejected
6547,2025-01-05,Other,White,Finance,Rejected
6548,2023-10-13,Female,White,Operations,Interviewed
6549,2022-10-23,Male,Hispanic,Legal,Rejected
6550,2024-09-30,Female,Asian,IT,Interviewed
6551,2023-07-04,Male,Hispanic,Operations,Interviewed
6552,2023-05-24,Male,Other,Compliance,Rejected
6553,2022-09-21,Female,Hispanic,Compliance,Rejected
6554,2025-01-27,Male,Hispanic,Compliance,Rejected
6555,2024-04-15,Male,Black,Retail Banking,Rejected
6556,2023-06-16,Male,Asian,Legal,Rejected
6557,2024-01-05,Female,Black,Operations,Rejected
6558,2024-01-28,Female,Other,Risk,Rejected
6559,2023-02-26,Female,White,HR,Rejected
6560,2023-08-25,Male,Other,IT,Interviewed
6561,2022-11-19,Female,Hispanic,Compliance,Hired
6562,2023-03-28,Female,Asian,IT,Rejected
6563,2024-05-21,Female,Black,Legal,Rejected
6564,2023-07-31,Male,Hispanic,Finance,Hired
6565,2023-08-06,Male,White,Operations,Interviewed
6566,2025-09-15,Female,White,HR,Rejected
6567,2024-12-23,Female,White,Compliance,Rejected
6568,2023-07-16,Male,Other,Retail Banking,Rejected
6569,2022-12-18,Female,White,Compliance,Rejected
6570,2024-07-01,Male,Asian,Operations,Rejected
6571,2023-02-13,Male,Other,HR,Rejected
6572,2023-10-06,Male,Hispanic,Compliance,Interviewed
6573,2024-05-26,Male,Hispanic,HR,Rejected
6574,2023-10-18,Other,Hispanic,Finance,Rejected
6575,2025-01-30,Male,White,Legal,Rejected
6576,2025-01-29,Male,Black,Risk,Rejected
6577,2023-06-06,Male,Other,Operations,Hired
6578,2023-02-22,Male,Other,Risk,Interviewed
6579,2024-04-02,Male,Asian,Finance,Rejected
6580,2024-08-26,Female,Hispanic,HR,Rejected
6581,2024-02-15,Male,White,Finance,Rejected
6582,2025-08-28,Male,White,Compliance,Hired
6583,2025-04-30,Male,White,IT,Interviewed
6584,2023-12-29,Female,White,IT,Rejected
6585,2024-08-03,Male,White,Retail Banking,Interviewed
6586,2023-09-06,Female,Hispanic,Finance,Rejected
6587,2025-01-04,Male,Hispanic,Compliance,Interviewed
6588,2025-06-27,Male,Other,Finance,Rejected
6589,2022-11-12,Female,Asian,Compliance,Rejected
6590,2024-07-31,Female,White,Finance,Rejected
6591,2023-04-13,Male,Black,Legal,Interviewed
6592,2024-01-09,Male,Other,Operations,Rejected
6593,2023-10-21,Female,Asian,Finance,Rejected
6594,2023-11-05,Male,Other,Risk,Rejected
6595,2023-11-20,Male,Hispanic,HR,Rejected
6596,2023-12-08,Male,Other,Finance,Interviewed
6597,2025-03-12,Male,Hispanic,Compliance,Rejected
6598,2023-09-28,Female,White,Risk,Rejected
6599,2025-06-13,Female,Hispanic,Risk,Interviewed
6600,2025-05-22,Male,Hispanic,Operations,Rejected
6601,2024-03-11,Female,Black,Legal,Rejected
6602,2023-07-29,Male,Black,HR,Rejected
6603,2025-09-03,Male,Other,IT,Interviewed
6604,2024-06-22,Female,White,HR,Interviewed
6605,2024-09-01,Male,White,IT,Rejected
6606,2024-06-05,Other,Hispanic,Retail Banking,Rejected
6607,2025-08-09,Female,Other,Finance,Rejected
6608,2024-10-17,Female,Other,IT,Interviewed
6609,2025-02-18,Male,White,Risk,Interviewed
6610,2025-09-09,Male,Other,IT,Rejected
6611,2023-06-17,Female,Asian,Operations,Interviewed
6612,2024-05-08,Male,Asian,Retail Banking,Interviewed
6613,2024-01-20,Male,Other,Legal,Hired
6614,2025-03-19,Female,Black,HR,Rejected
6615,2025-02-09,Female,Other,Legal,Rejected
6616,2025-03-07,Male,Asian,Retail Banking,Rejected
6617,2022-10-20,Female,Other,Legal,Rejected
6618,2023-12-14,Female,Black,Finance,Rejected
6619,2023-11-03,Female,Other,Legal,Rejected
6620,2024-11-06,Male,Hispanic,Finance,Rejected
6621,2025-01-15,Male,Other,Finance,Rejected
6622,2023-04-05,Male,Black,IT,Rejected
6623,2025-04-18,Male,Asian,HR,Rejected
6624,2023-10-30,Female,Other,HR,Interviewed
6625,2025-02-06,Other,Asian,Operations,Rejected
6626,2023-03-09,Male,Asian,Retail Banking,Rejected
6627,2025-05-25,Male,Asian,HR,Interviewed
6628,2024-08-08,Male,Other,Operations,Interviewed
6629,2022-09-25,Male,Asian,HR,Interviewed
6630,2025-08-29,Female,Asian,Finance,Interviewed
6631,2023-06-27,Male,White,Finance,Interviewed
6632,2024-08-08,Male,Black,Risk,Rejected
6633,2023-09-16,Female,White,Operations,Interviewed
6634,2024-09-30,Male,Other,Operations,Rejected
6635,2024-12-17,Female,Black,Risk,Interviewed
6636,2024-04-19,Female,Other,IT,Rejected
6637,2025-02-06,Male,Black,Legal,Rejected
6638,2023-02-27,Female,Other,HR,Interviewed
6639,2024-06-13,Female,Hispanic,Operations,Interviewed
6640,2023-02-10,Male,White,Finance,Interviewed
6641,2023-05-06,Male,Hispanic,Finance,Rejected
6642,2024-12-20,Female,White,Compliance,Interviewed
6643,2023-12-31,Female,Other,HR,Rejected
6644,2025-08-31,Female,White,Retail Banking,Rejected
6645,2023-08-20,Male,Other,HR,Rejected
6646,2024-03-18,Male,Other,Retail Banking,Interviewed
6647,2023-04-06,Female,Other,Operations,Rejected
6648,2024-11-11,Male,Other,Finance,Rejected
6649,2025-03-14,Female,Other,Operations,Rejected
6650,2025-03-22,Male,Other,Risk,Rejected
6651,2024-09-04,Male,Hispanic,Risk,Rejected
6652,2024-11-10,Male,Other,Legal,Rejected
6653,2024-05-30,Male,White,IT,Rejected
6654,2023-06-25,Male,Other,IT,Rejected
6655,2023-03-17,Female,Other,Legal,Rejected
6656,2023-10-27,Male,Other,Compliance,Rejected
6657,2023-10-29,Female,White,IT,Hired
6658,2024-09-10,Male,Asian,Risk,Interviewed
6659,2022-09-25,Male,White,IT,Rejected
6660,2025-06-25,Female,Other,Operations,Rejected
6661,2023-03-31,Male,Black,Legal,Interviewed
6662,2023-08-07,Male,Black,IT,Rejected
6663,2022-12-17,Female,Other,Risk,Rejected
6664,2023-11-19,Female,Black,Operations,Rejected
6665,2025-07-18,Female,Hispanic,HR,Interviewed
6666,2023-01-27,Female,Black,Risk,Rejected
6667,2023-02-25,Female,Other,Retail Banking,Interviewed
6668,2023-12-29,Female,Asian,IT,Rejected
6669,2023-07-25,Male,Black,Risk,Rejected
6670,2024-04-28,Male,Black,Legal,Rejected
6671,2025-04-27,Female,Asian,Finance,Interviewed
6672,2023-03-29,Male,Black,IT,Rejected
6673,2024-05-03,Female,Black,Compliance,Interviewed
6674,2023-01-31,Female,Other,Retail Banking,Rejected
6675,2025-07-07,Male,Asian,IT,Rejected
6676,2025-08-21,Female,Hispanic,HR,Rejected
6677,2025-04-15,Female,Black,Finance,Rejected
6678,2024-07-29,Male,Hispanic,Legal,Rejected
6679,2025-08-01,Male,Black,IT,Rejected
6680,2023-10-28,Female,White,HR,Rejected
6681,2024-11-20,Female,Asian,Operations,Rejected
6682,2024-03-02,Female,Hispanic,Legal,Rejected
6683,2024-05-31,Male,Asian,Operations,Rejected
6684,2025-05-08,Male,White,Legal,Rejected
6685,2023-05-26,Female,White,Compliance,Rejected
6686,2024-05-11,Female,Other,Legal,Rejected
6687,2025-03-04,Male,Other,Retail Banking,Interviewed
6688,2024-08-15,Male,Hispanic,Finance,Rejected
6689,2023-05-02,Male,Asian,Operations,Rejected
6690,2023-02-06,Female,White,IT,Interviewed
6691,2025-02-01,Male,Black,Legal,Interviewed
6692,2024-06-11,Male,Black,Compliance,Interviewed
6693,2025-07-19,Female,Asian,IT,Hired
6694,2024-09-05,Male,Asian,Retail Banking,Rejected
6695,2024-08-19,Female,Black,HR,Rejected
6696,2025-05-19,Female,Hispanic,Compliance,Hired
6697,2023-12-03,Male,Hispanic,Compliance,Rejected
6698,2025-05-12,Male,White,HR,Rejected
6699,2024-10-24,Male,White,Legal,Rejected
6700,2025-01-07,Male,Hispanic,Finance,Interviewed
6701,2023-07-29,Male,White,Operations,Rejected
6702,2025-04-28,Male,Asian,Risk,Interviewed
6703,2023-04-04,Male,Hispanic,HR,Rejected
6704,2025-03-07,Female,White,HR,Rejected
6705,2024-07-27,Female,White,HR,Rejected
6706,2025-03-21,Female,Asian,HR,Rejected
6707,2024-12-01,Female,Hispanic,HR,Rejected
6708,2022-11-09,Female,Asian,IT,Rejected
6709,2023-11-22,Male,Other,Operations,Interviewed
6710,2024-12-31,Female,Other,Compliance,Hired
6711,2025-01-10,Female,Hispanic,Risk,Rejected
6712,2023-01-17,Male,Black,Finance,Interviewed
6713,2023-04-05,Male,White,Compliance,Rejected
6714,2024-08-03,Female,Black,IT,Rejected
6715,2022-11-11,Female,Black,IT,Rejected
6716,2025-02-15,Female,Other,Operations,Interviewed
6717,2023-01-14,Male,White,Finance,Hired
6718,2024-09-25,Female,Hispanic,Retail Banking,Interviewed
6719,2024-01-02,Male,Hispanic,Operations,Interviewed
6720,2023-06-09,Male,Hispanic,Finance,Interviewed
6721,2025-01-10,Female,Other,HR,Hired
6722,2023-12-19,Female,Asian,Risk,Interviewed
6723,2024-10-06,Male,Black,Retail Banking,Hired
6724,2024-11-06,Male,White,IT,Rejected
6725,2023-12-04,Male,Black,IT,Rejected
6726,2025-03-08,Male,Asian,IT,Rejected
6727,2023-09-30,Male,Other,Finance,Rejected
6728,2022-11-16,Female,Black,Risk,Rejected
6729,2023-05-08,Male,Asian,Risk,Hired
6730,2024-01-30,Other,White,IT,Rejected
6731,2025-03-27,Female,White,Compliance,Interviewed
6732,2025-07-27,Male,Other,Risk,Interviewed
6733,2024-04-23,Male,Hispanic,Risk,Hired
6734,2024-01-24,Male,Other,HR,Rejected
6735,2024-05-20,Female,White,Compliance,Interviewed
6736,2023-05-15,Female,White,Finance,Rejected
6737,2024-10-25,Female,Other,Risk,Interviewed
6738,2025-08-10,Female,Asian,Retail Banking,Rejected
6739,2023-11-21,Male,White,Finance,Rejected
6740,2024-09-30,Male,Asian,Finance,Rejected
6741,2023-11-21,Female,Other,Risk,Rejected
6742,2024-06-18,Male,White,Operations,Rejected
6743,2022-11-24,Female,Black,Operations,Rejected
6744,2022-10-19,Male,Other,Retail Banking,Rejected
6745,2024-05-27,Male,Hispanic,Compliance,Interviewed
6746,2024-02-29,Male,Other,Risk,Interviewed
6747,2024-10-11,Male,Hispanic,Operations,Rejected
6748,2023-10-05,Female,Asian,Legal,Rejected
6749,2024-03-02,Male,Hispanic,Risk,Rejected
6750,2024-05-02,Female,White,Risk,Rejected
6751,2025-06-14,Female,Hispanic,Compliance,Rejected
6752,2025-06-22,Female,White,Operations,Rejected
6753,2023-09-16,Male,Black,Retail Banking,Rejected
6754,2025-05-05,Male,Black,Operations,Interviewed
6755,2024-07-27,Female,Hispanic,IT,Rejected
6756,2024-05-16,Male,Black,Retail Banking,Rejected
6757,2024-02-22,Male,White,Legal,Interviewed
6758,2022-12-04,Female,Hispanic,Operations,Rejected
6759,2022-09-22,Female,Asian,Legal,Interviewed
6760,2022-11-08,Female,Hispanic,Operations,Rejected
6761,2024-07-01,Female,White,Finance,Rejected
6762,2025-07-12,Female,Asian,Operations,Rejected
6763,2025-02-09,Female,Hispanic,IT,Interviewed
6764,2024-06-14,Male,Asian,Risk,Rejected
6765,2023-05-30,Male,Black,HR,Rejected
6766,2023-06-01,Male,White,HR,Rejected
6767,2025-09-02,Male,Black,Compliance,Interviewed
6768,2024-07-24,Male,Hispanic,IT,Interviewed
6769,2024-07-11,Male,Hispanic,HR,Hired
6770,2023-12-17,Female,Asian,Retail Banking,Rejected
6771,2023-02-24,Female,Hispanic,Operations,Rejected
6772,2025-04-23,Female,Hispanic,Risk,Rejected
6773,2023-08-20,Male,Other,Compliance,Hired
6774,2024-11-07,Female,Hispanic,IT,Rejected
6775,2024-06-10,Male,Hispanic,Legal,Interviewed
6776,2025-05-22,Male,Hispanic,Legal,Rejected
6777,2024-11-29,Female,Other,Finance,Rejected
6778,2023-09-25,Male,Hispanic,Compliance,Rejected
6779,2025-08-09,Male,Hispanic,Risk,Rejected
6780,2025-08-17,Male,Hispanic,Risk,Rejected
6781,2023-04-21,Male,Asian,Finance,Hired
6782,2023-04-08,Female,Hispanic,Operations,Rejected
6783,2025-08-29,Male,Black,Compliance,Interviewed
6784,2024-12-13,Female,Other,Operations,Hired
6785,2022-10-10,Female,White,IT,Interviewed
6786,2023-05-20,Male,White,IT,Interviewed
6787,2022-09-29,Female,Asian,Retail Banking,Rejected
6788,2024-08-04,Female,Black,Risk,Rejected
6789,2025-01-13,Male,Other,Legal,Rejected
6790,2024-10-19,Male,Asian,Compliance,Rejected
6791,2024-04-01,Female,Other,Risk,Rejected
6792,2025-07-18,Male,Black,IT,Rejected
6793,2023-02-16,Female,White,Finance,Rejected
6794,2023-08-05,Female,Black,Retail Banking,Interviewed
6795,2024-07-26,Male,Asian,Legal,Rejected
6796,2023-09-24,Male,Asian,HR,Rejected
6797,2023-02-23,Male,Hispanic,IT,Interviewed
6798,2023-06-28,Female,Other,Retail Banking,Rejected
6799,2024-09-07,Female,Hispanic,Legal,Rejected
6800,2022-12-06,Female,Asian,Compliance,Rejected
6801,2023-11-11,Female,White,Operations,Rejected
6802,2024-11-09,Male,Asian,IT,Interviewed
6803,2024-09-05,Female,Asian,Legal,Rejected
6804,2022-12-09,Male,Black,HR,Rejected
6805,2024-10-25,Female,White,Retail Banking,Rejected
6806,2023-09-15,Male,Black,Compliance,Interviewed
6807,2025-01-16,Male,White,Finance,Rejected
6808,2024-09-18,Female,Other,Legal,Rejected
6809,2024-02-02,Female,Asian,IT,Interviewed
6810,2023-11-13,Male,Asian,Finance,Interviewed
6811,2025-08-23,Male,Asian,Compliance,Rejected
6812,2023-02-23,Other,Asian,Risk,Hired
6813,2022-11-08,Male,Asian,Risk,Rejected
6814,2024-09-03,Male,Hispanic,Operations,Rejected
6815,2025-01-16,Male,Black,Operations,Rejected
6816,2025-01-21,Female,White,Legal,Hired
6817,2023-08-31,Male,Hispanic,Retail Banking,Rejected
6818,2023-08-31,Male,Other,Risk,Rejected
6819,2023-05-03,Female,White,HR,Hired
6820,2023-05-30,Female,Other,Operations,Hired
6821,2025-08-07,Female,Hispanic,HR,Interviewed
6822,2025-05-01,Female,Asian,IT,Rejected
6823,2023-07-18,Male,Asian,Finance,Interviewed
6824,2023-08-01,Male,Other,IT,Rejected
6825,2023-08-27,Male,Black,Finance,Interviewed
6826,2022-12-02,Female,Other,Risk,Rejected
6827,2024-07-29,Female,Other,Retail Banking,Rejected
6828,2025-07-10,Female,White,HR,Rejected
6829,2024-05-22,Female,White,Risk,Rejected
6830,2022-10-27,Male,White,Risk,Interviewed
6831,2023-11-21,Male,Other,HR,Rejected
6832,2024-05-20,Female,Black,Compliance,Interviewed
6833,2024-03-05,Female,Hispanic,Operations,Rejected
6834,2024-01-27,Female,Other,Risk,Rejected
6835,2024-11-05,Female,Hispanic,Compliance,Interviewed
6836,2022-11-17,Female,Other,Legal,Rejected
6837,2024-07-23,Female,Other,Operations,Interviewed
6838,2024-06-07,Male,White,Operations,Rejected
6839,2023-06-14,Male,Hispanic,Legal,Rejected
6840,2025-09-10,Female,White,IT,Rejected
6841,2025-02-26,Male,White,HR,Interviewed
6842,2025-05-08,Female,White,HR,Rejected
6843,2024-05-21,Female,Asian,Risk,Rejected
6844,2025-03-20,Female,Black,Retail Banking,Interviewed
6845,2025-08-29,Female,Hispanic,Compliance,Interviewed
6846,2024-08-18,Male,White,Compliance,Rejected
6847,2024-04-09,Female,White,Operations,Rejected
6848,2024-11-20,Female,White,IT,Rejected
6849,2024-08-13,Male,Hispanic,HR,Rejected
6850,2023-12-30,Female,Other,Finance,Hired
6851,2024-03-30,Male,Black,Risk,Rejected
6852,2024-12-09,Male,Asian,Legal,Hired
6853,2023-10-30,Male,Black,Retail Banking,Interviewed
6854,2024-07-09,Male,White,Risk,Rejected
6855,2023-12-05,Male,Black,Compliance,Rejected
6856,2024-03-19,Female,Asian,IT,Hired
6857,2022-10-06,Male,Other,Retail Banking,Rejected
6858,2024-05-03,Female,Other,IT,Interviewed
6859,2023-11-27,Male,Black,Operations,Rejected
6860,2025-02-22,Female,Hispanic,IT,Interviewed
6861,2023-04-03,Male,Black,Compliance,Interviewed
6862,2023-11-26,Female,Other,Retail Banking,Rejected
6863,2022-11-21,Female,Hispanic,Legal,Interviewed
6864,2023-04-16,Male,White,Compliance,Rejected
6865,2023-10-18,Male,Hispanic,IT,Rejected
6866,2022-09-21,Male,Asian,Finance,Interviewed
6867,2025-07-25,Male,Black,Retail Banking,Interviewed
6868,2025-03-20,Male,Hispanic,Legal,Rejected
6869,2024-04-01,Male,White,Compliance,Hired
6870,2025-09-01,Female,Black,HR,Rejected
6871,2023-04-03,Female,Black,Compliance,Rejected
6872,2025-02-24,Male,White,IT,Interviewed
6873,2025-06-01,Male,Asian,HR,Interviewed
6874,2023-04-28,Male,Black,HR,Interviewed
6875,2024-07-01,Female,Black,Risk,Rejected
6876,2025-05-30,Female,Hispanic,Risk,Interviewed
6877,2024-05-02,Male,White,Compliance,Rejected
6878,2022-10-07,Male,Other,HR,Interviewed
6879,2023-10-18,Female,Other,Finance,Interviewed
6880,2023-11-29,Female,Other,Risk,Rejected
6881,2024-10-29,Female,Hispanic,Finance,Hired
6882,2024-03-22,Female,White,HR,Rejected
6883,2024-08-06,Male,Other,Operations,Rejected
